MobyGames Name,Master_ID,,Game Title,MobyGames Game ID,MobyGames URL,Release year,Price,Price(n/a=0),moby score,Second_hand_Available_all,Second_hand_over100$,Available_New_distribution,New_distribution_only(no second hand),Category,カテゴリ名,count_dummy,Available?,Source of availability,Availability notes,Platform,Product code,Why omitted?,,
pokmon-silver-version,2656,Game_boy_Color,Pok?mon Silver Version,5426,http://www.mobygames.com/game/pokmon-silver-version,1999,5.55,5.545795144,8.4,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
pokmon-trading-card-game,2657,Game_boy_Color,Pok?mon Trading Card Game,4707,http://www.mobygames.com/game/pokmon-trading-card-game,1998,5.55,5.545795144,7.5,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
pong-the-next-level,2658,Game_boy_Color,Pong: The Next Level,2902,http://www.mobygames.com/game/pong-the-next-level,1999,0.99,0.987800662,6.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
portal-runner,2659,Game_boy_Color,Portal Runner,6449,http://www.mobygames.com/game/portal-runner,2001,8,8.001185361,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
power-quest,2660,Game_boy_Color,Power Quest,48796,http://www.mobygames.com/game/power-quest,1998,11.11,11.10570173,7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
power-spike-pro-beach-volleyball_,2661,Game_boy_Color,Power Spike: Pro Beach Volleyball,81960,http://www.mobygames.com/game/power-spike-pro-beach-volleyball_,2000,4.73,4.734387458,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
prince-of-persia,2662,Game_boy_Color,Prince of Persia,196,http://www.mobygames.com/game/prince-of-persia,1999,,0,8.2,0,0,0,0,0,F:入手困難,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
pro-darts,2663,Game_boy_Color,Pro Darts,165452,http://www.mobygames.com/game/pro-darts,1999,5,5.00250478,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
pro-pool,2664,Game_boy_Color,Pro Pool,37111,http://www.mobygames.com/game/pro-pool,2000,3.5,3.49963663,7.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
project-s-11,2665,Game_boy_Color,Project S-11,173336,http://www.mobygames.com/game/project-s-11,2000,47.72,47.7248834,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
puzzle-master_,2666,Game_boy_Color,Puzzle Master,68607,http://www.mobygames.com/game/puzzle-master_,1999,40.01,40.01298252,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
puzzled,2667,Game_boy_Color,Puzzled,7915,http://www.mobygames.com/game/puzzled,2000,4.33,4.332211474,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
qbert_____,2668,Game_boy_Color,Q*bert,173754,http://www.mobygames.com/game/qbert_____,2000,5,5.00250478,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
quest-for-camelot,2669,Game_boy_Color,Quest for Camelot,36036,http://www.mobygames.com/game/quest-for-camelot,1998,1,1.0019121,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
quest-brians-journey,2670,Game_boy_Color,Quest: Brian's Journey,62574,http://www.mobygames.com/game/quest-brians-journey,2000,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
quest-fantasy-challenge,2671,Game_boy_Color,Quest: Fantasy Challenge,55825,http://www.mobygames.com/game/quest-fantasy-challenge,1999,15,15.00045862,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
racin-ratz,2672,Game_boy_Color,Racin' Ratz,9890,http://www.mobygames.com/game/racin-ratz,2000,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
rampage-2-universal-tour,2673,Game_boy_Color,Rampage 2: Universal Tour,4178,http://www.mobygames.com/game/rampage-2-universal-tour,1999,4.99,4.988393342,5.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rampage-world-tour,2674,Game_boy_Color,Rampage World Tour,4252,http://www.mobygames.com/game/rampage-world-tour,1998,5.96,5.962082566,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rampart,2675,Game_boy_Color,Rampart,3345,http://www.mobygames.com/game/rampart,1999,2.55,2.554170283,7.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rats,2676,Game_boy_Color,Rats!,40468,http://www.mobygames.com/game/rats,1999,7.99,7.994129642,6.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rayman_,2677,Game_boy_Color,Rayman,48852,http://www.mobygames.com/game/rayman_,2000,0.99,0.987800662,7.8,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
rayman-2,2678,Game_boy_Color,Rayman 2,15998,http://www.mobygames.com/game/rayman-2,2001,13.43,13.434089,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
razor-freestyle-scooter_,2679,Game_boy_Color,Razor Freestyle Scooter,174197,http://www.mobygames.com/game/razor-freestyle-scooter_,2001,2.98,2.977513424,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
ready-2-rumble-boxing_,2680,Game_boy_Color,Ready 2 Rumble Boxing,75245,http://www.mobygames.com/game/ready-2-rumble-boxing_,1999,5,5.00250478,6.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rescue-heroes-fire-frenzy,2681,Game_boy_Color,Rescue Heroes: Fire Frenzy,169064,http://www.mobygames.com/game/rescue-heroes-fire-frenzy,2000,2.47,2.469501655,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
resident-evil-gaiden,2682,Game_boy_Color,Resident Evil: Gaiden,6376,http://www.mobygames.com/game/resident-evil-gaiden,2001,11.11,11.11275745,6.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
return-of-the-ninja,2683,Game_boy_Color,Return of The Ninja,45071,http://www.mobygames.com/game/return-of-the-ninja,2001,64.24,64.24232161,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
revelations-the-demon-slayer,2684,Game_boy_Color,Revelations: The Demon Slayer,10957,http://www.mobygames.com/game/revelations-the-demon-slayer,1999,19.49,19.49495163,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rhino-rumble,2685,Game_boy_Color,Rhino Rumble,6110,http://www.mobygames.com/game/rhino-rumble,2002,110.03,110.0268823,,1,0.5,0,0,1.5,B:プレミア中古,1,N,,,,,,,
road-champs-bxs-stunt-biking,2686,Game_boy_Color,Road Champs: BXS Stunt Biking,6487,http://www.mobygames.com/game/road-champs-bxs-stunt-biking,2000,0.99,0.987800662,7.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
road-rash-ii,2687,Game_boy_Color,Road Rash II,6642,http://www.mobygames.com/game/road-rash-ii,2000,1.25,1.248862265,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
roadsters_,2688,Game_boy_Color,Roadsters,46308,http://www.mobygames.com/game/roadsters_,2000,4.99,4.988393342,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
robopon-sun-version,2689,Game_boy_Color,Robopon Sun Version,64281,http://www.mobygames.com/game/robopon-sun-version,1998,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
rocky-mountain-trophy-hunter_,2690,Game_boy_Color,Rocky Mountain Trophy Hunter,174170,http://www.mobygames.com/game/rocky-mountain-trophy-hunter_,2000,3.5,3.49963663,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rox_,2691,Game_boy_Color,Rox,126798,http://www.mobygames.com/game/rox_,1999,3.66,3.661918168,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rugrats-in-paris-the-movie_,2692,Game_boy_Color,Rugrats in Paris: The Movie,36139,http://www.mobygames.com/game/rugrats-in-paris-the-movie_,2000,2.8,2.801120448,5.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rugrats-time-travelers,2693,Game_boy_Color,Rugrats: Time Travelers,36131,http://www.mobygames.com/game/rugrats-time-travelers,1999,0.99,0.987800662,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rugrats-totally-angelica_,2694,Game_boy_Color,Rugrats: Totally Angelica,36141,http://www.mobygames.com/game/rugrats-totally-angelica_,2000,0.99,0.987800662,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
sabans-power-rangers-lightspeed-rescue__,2695,Game_boy_Color,Saban's Power Rangers: Lightspeed Rescue,144800,http://www.mobygames.com/game/sabans-power-rangers-lightspeed-rescue__,2000,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
sabans-power-rangers-time-force___,2696,Game_boy_Color,Saban's Power Rangers: Time Force,64703,http://www.mobygames.com/game/sabans-power-rangers-time-force___,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
sabrina-the-animated-series-spooked,2697,Game_boy_Color,Sabrina: The Animated Series - Spooked,173941,http://www.mobygames.com/game/sabrina-the-animated-series-spooked,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
san-francisco-rush-2049_,2698,Game_boy_Color,San Francisco Rush 2049,81030,http://www.mobygames.com/game/san-francisco-rush-2049_,2000,3.99,3.993536961,5.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
scooby-doo-classic-creep-capers,2699,Game_boy_Color,Scooby-Doo!: Classic Creep Capers,27929,http://www.mobygames.com/game/scooby-doo-classic-creep-capers,2001,8.95,8.953707428,6.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
sesame-street-sports_,2700,Game_boy_Color,Sesame Street Sports,167653,http://www.mobygames.com/game/sesame-street-sports_,2001,5.15,5.15067488,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
sesame-street-elmos-123s,2701,Game_boy_Color,Sesame Street: Elmo's 123s,150338,http://www.mobygames.com/game/sesame-street-elmos-123s,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
sesame-street-elmos-abcs,2702,Game_boy_Color,Sesame Street: Elmo's ABCs,150339,http://www.mobygames.com/game/sesame-street-elmos-abcs,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
shadowgate-classic,2703,Game_boy_Color,Shadowgate Classic,5020,http://www.mobygames.com/game/shadowgate-classic,1999,6.67,6.667654467,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
shamus,2704,Game_boy_Color,Shamus,76,http://www.mobygames.com/game/shamus,1999,6.41,6.413648583,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
shanghai-pocket,2705,Game_boy_Color,Shanghai Pocket,36080,http://www.mobygames.com/game/shanghai-pocket,1998,3.75,3.746586796,7.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
shantae,2706,Game_boy_Color,Shantae,6650,http://www.mobygames.com/game/shantae,2002,5.5,5.50346083,7.9,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,https://www.nintendo.com/store/products/shantae-switch/,Reissue on Nintendo Switch,,,,,
shaun-palmers-pro-snowboarder__,2707,Game_boy_Color,Shaun Palmer's Pro Snowboarder,49938,http://www.mobygames.com/game/shaun-palmers-pro-snowboarder__,2001,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
shrek-fairy-tale-freakdown,2708,Game_boy_Color,Shrek: Fairy Tale Freakdown,5034,http://www.mobygames.com/game/shrek-fairy-tale-freakdown,2001,0.99,0.987800662,4.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
singer-izek,2709,Game_boy_Color,Singer Izek,32496,http://www.mobygames.com/game/singer-izek,2000,125.02,125.0202852,,1,0.5,0,0,1.5,B:プレミア中古,1,N,,,,,,,
snoopy-tennis,2710,Game_boy_Color,Snoopy Tennis,39318,http://www.mobygames.com/game/snoopy-tennis,2001,0.99,0.987800662,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
space-invaders,2711,Game_boy_Color,Space Invaders,623,http://www.mobygames.com/game/space-invaders,1999,1.27,1.270029422,6.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
space-marauder,2712,Game_boy_Color,Space Marauder,45718,http://www.mobygames.com/game/space-marauder,1999,286.4,286.3986905,,1,0.5,0,0,1.5,B:プレミア中古,1,N,,,,,,,
spawn_,2713,Game_boy_Color,Spawn,23560,http://www.mobygames.com/game/spawn_,1999,55.56,55.56378723,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
speedy-gonzales-aztec-adventure,2714,Game_boy_Color,Speedy Gonzales: Aztec Adventure,56038,http://www.mobygames.com/game/speedy-gonzales-aztec-adventure,2000,11.55,11.55021202,6.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
spider-man__,2715,Game_boy_Color,Spider-Man,36807,http://www.mobygames.com/game/spider-man__,2000,5.45,5.447015078,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
spider-man-2-the-sinister-six,2716,Game_boy_Color,Spider-Man 2: The Sinister Six,5950,http://www.mobygames.com/game/spider-man-2-the-sinister-six,2001,8.4,8.403361345,7.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
spongebob-squarepants-legend-of-the-lost-spatula,2717,Game_boy_Color,SpongeBob Squarepants: Legend of the Lost Spatula,4338,http://www.mobygames.com/game/spongebob-squarepants-legend-of-the-lost-spatula,2001,4.25,4.254598565,5.9,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
spy-vs-spy__,2718,Game_boy_Color,Spy vs Spy,53017,http://www.mobygames.com/game/spy-vs-spy__,1999,5,5.00250478,7.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
star-wars-episode-i-obi-wans-adventures,2719,Game_boy_Color,Star Wars: Episode I - Obi-Wan's Adventures,4541,http://www.mobygames.com/game/star-wars-episode-i-obi-wans-adventures,2000,,0,6.7,0,0,0,0,0,F:入手困難,1,N,,,,,,,
star-wars-episode-i-racer_,2720,Game_boy_Color,Star Wars: Episode I - Racer,65009,http://www.mobygames.com/game/star-wars-episode-i-racer_,1999,27.98,27.97592589,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
star-wars-yoda-stories,2721,Game_boy_Color,Star Wars: Yoda Stories,1354,http://www.mobygames.com/game/star-wars-yoda-stories,1999,4.99,4.988393342,5.8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
street-fighter-alpha-warriors-dreams,2722,Game_boy_Color,Street Fighter Alpha: Warriors' Dreams,3705,http://www.mobygames.com/game/street-fighter-alpha-warriors-dreams,2000,,0,8.1,0,0,0,0,0,F:入手困難,1,N,,,,,,,
stuart-little-the-journey-home,2723,Game_boy_Color,Stuart Little: The Journey Home,6489,http://www.mobygames.com/game/stuart-little-the-journey-home,2001,2.27,2.271941522,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
super-breakout,2724,Game_boy_Color,Super Breakout,9260,http://www.mobygames.com/game/super-breakout,1999,2.95,2.949290547,6.6,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
super-mario-bros-deluxe,2725,Game_boy_Color,Super Mario Bros. Deluxe,4378,http://www.mobygames.com/game/super-mario-bros-deluxe,1999,0.99,0.987800662,8.5,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console. Super Mario Bros. Deluxe includes significant changes and additional features that distinguish it from the original Super Mario Bros.,,,,,
survival-kids,2726,Game_boy_Color,Survival Kids,21286,http://www.mobygames.com/game/survival-kids,1999,19.01,19.00810702,8.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
tasmanian-devil-munching-madness,2727,Game_boy_Color,Tasmanian Devil: Munching Madness,148610,http://www.mobygames.com/game/tasmanian-devil-munching-madness,1999,4.95,4.953114747,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
tech-deck-skateboarding,2728,Game_boy_Color,Tech Deck Skateboarding,6488,http://www.mobygames.com/game/tech-deck-skateboarding,2001,4.89,4.889613276,5.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
test-drive-2001,2729,Game_boy_Color,Test Drive 2001,17403,http://www.mobygames.com/game/test-drive-2001,2000,9.96,9.955619527,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
test-drive-6_,2730,Game_boy_Color,Test Drive 6,66646,http://www.mobygames.com/game/test-drive-6_,1999,4,4.00059268,6.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
test-drive-cycles,2731,Game_boy_Color,Test Drive: Cycles,161186,http://www.mobygames.com/game/test-drive-cycles,2000,5.99,5.990305442,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
test-drive-le-mans_,2732,Game_boy_Color,Test Drive: Le Mans,37021,http://www.mobygames.com/game/test-drive-le-mans_,2000,10.99,10.99281022,7.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
tetris-dx,2733,Game_boy_Color,Tetris DX,4377,http://www.mobygames.com/game/tetris-dx,1998,11.99,11.99472232,8.3,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
adventures-of-elmo-in-grouchland_,2734,Game_boy_Color,The Adventures of Elmo in Grouchland,161543,http://www.mobygames.com/game/adventures-of-elmo-in-grouchland_,1999,8.95,8.953707428,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
dukes-of-hazzard-racing-for-home_,2735,Game_boy_Color,The Dukes of Hazzard: Racing for Home,166739,http://www.mobygames.com/game/dukes-of-hazzard-racing-for-home_,2000,5.13,5.129507722,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
flintstones-burgertime-in-bedrock,2736,Game_boy_Color,The Flintstones: Burgertime in Bedrock,7888,http://www.mobygames.com/game/flintstones-burgertime-in-bedrock,2000,11.66,11.66310353,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
grinch_,2737,Game_boy_Color,The Grinch,77970,http://www.mobygames.com/game/grinch_,2000,5,5.00250478,6.7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
land-before-time,2738,Game_boy_Color,The Land Before Time,7841,http://www.mobygames.com/game/land-before-time,2001,7.77,7.768346633,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
legend-of-zelda-links-awakening-dx,2739,Game_boy_Color,The Legend of Zelda: Link's Awakening DX,4268,http://www.mobygames.com/game/legend-of-zelda-links-awakening-dx,1998,,0,8.5,0,0,1.2,1.3,1.2,C:正規デジタル流通のみ,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
legend-of-zelda-oracle-of-ages,2740,Game_boy_Color,The Legend of Zelda: Oracle of Ages,4270,http://www.mobygames.com/game/legend-of-zelda-oracle-of-ages,2001,11.11,11.11275745,8.4,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
legend-of-zelda-oracle-of-seasons,2741,Game_boy_Color,The Legend of Zelda: Oracle of Seasons,4269,http://www.mobygames.com/game/legend-of-zelda-oracle-of-seasons,2001,11.11,11.11275745,8.3,1,0,1.2,0,2.2,D:中古・正規両方流通あり,1,Y,,Available or will be available on Nintendo Switch Online.,,,,,
mask-of-zorro,2742,Game_boy_Color,The Mask of Zorro,56037,http://www.mobygames.com/game/mask-of-zorro,1999,5.33,5.334123574,5.2,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mummy_,2743,Game_boy_Color,The Mummy,54585,http://www.mobygames.com/game/mummy_,2000,3.82,3.817143986,7,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
mummy-returns_,2744,Game_boy_Color,The Mummy Returns,39994,http://www.mobygames.com/game/mummy-returns_,2001,3.82,3.817143986,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
new-adventures-of-mary-kate-ashley,2745,Game_boy_Color,The New Adventures of Mary-Kate & Ashley,50978,http://www.mobygames.com/game/new-adventures-of-mary-kate-ashley,1999,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
powerpuff-girls-bad-mojo-jojo,2746,Game_boy_Color,The Powerpuff Girls: Bad Mojo Jojo,10109,http://www.mobygames.com/game/powerpuff-girls-bad-mojo-jojo,2000,,0,5.5,0,0,0,0,0,F:入手困難,1,N,,,,,,,
powerpuff-girls-battle-him,2747,Game_boy_Color,The Powerpuff Girls: Battle Him,10110,http://www.mobygames.com/game/powerpuff-girls-battle-him,2001,2.99,2.991624862,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
powerpuff-girls-paint-the-townsville-green,2748,Game_boy_Color,The Powerpuff Girls: Paint the Townsville Green,10108,http://www.mobygames.com/game/powerpuff-girls-paint-the-townsville-green,2000,5.99,5.990305442,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
rugrats-movie,2749,Game_boy_Color,The Rugrats Movie,36128,http://www.mobygames.com/game/rugrats-movie,1999,,0,6.5,0,0,0,0,0,F:入手困難,1,N,,,,,,,
simpsons-night-of-the-living-treehouse-of-horror,2750,Game_boy_Color,The Simpsons: Night of the Living Treehouse of Horror,20604,http://www.mobygames.com/game/simpsons-night-of-the-living-treehouse-of-horror,2001,6.43,6.427760021,6.5,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
wild-thornberrys-rambler_,2751,Game_boy_Color,The Wild Thornberrys: Rambler,92853,http://www.mobygames.com/game/wild-thornberrys-rambler_,2000,4.49,4.494493011,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
tiger-woods-pga-tour-2000_,2752,Game_boy_Color,Tiger Woods PGA Tour 2000,47178,http://www.mobygames.com/game/tiger-woods-pga-tour-2000_,2000,2.79,2.794064729,6.4,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
tiny-toon-adventures-buster-saves-the-day,2753,Game_boy_Color,Tiny Toon Adventures: Buster Saves the Day,7894,http://www.mobygames.com/game/tiny-toon-adventures-buster-saves-the-day,2001,8.78,8.784370171,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
titus-the-fox-to-marrakech-and-back,2754,Game_boy_Color,Titus the Fox: To Marrakech and Back,211,http://www.mobygames.com/game/titus-the-fox-to-marrakech-and-back,2000,,0,6.3,0,0,0,0,0,F:入手困難,1,N,,,,,,,
tnn-outdoors-fishing-champ,2755,Game_boy_Color,TNN Outdoors Fishing Champ,173934,http://www.mobygames.com/game/tnn-outdoors-fishing-champ,1999,4.99,4.988393342,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
toki-tori-,2756,Game_boy_Color,Toki Tori,5225,http://www.mobygames.com/game/toki-tori-,2001,14.99,14.9934029,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,Previously available on Nintendo 3DS Virtual Console.,,,,,
tom-jerry_,2757,Game_boy_Color,Tom & Jerry,52282,http://www.mobygames.com/game/tom-jerry_,1999,,0,6.5,0,0,0,0,0,F:入手困難,1,N,,,,,,,
tom-and-jerry-in-mouse-attacks,2758,Game_boy_Color,Tom and Jerry in Mouse Attacks!,52284,http://www.mobygames.com/game/tom-and-jerry-in-mouse-attacks,2000,11.01,11.00692166,7.1,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
tom-and-jerry-mouse-hunt,2759,Game_boy_Color,Tom and Jerry: Mouse Hunt,7889,http://www.mobygames.com/game/tom-and-jerry-mouse-hunt,2000,12.62,12.6156256,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
tom-clancys-rainbow-six__,2760,Game_boy_Color,Tom Clancy's Rainbow Six,44108,http://www.mobygames.com/game/tom-clancys-rainbow-six__,2000,,0,6.7,0,0,0,0,0,F:入手困難,1,N,,,,,,,
tomb-raider-starring-lara-croft,2761,Game_boy_Color,Tomb Raider Starring Lara Croft,20502,http://www.mobygames.com/game/tomb-raider-starring-lara-croft,2000,12,12.00177804,8,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
tonka-construction-site,2762,Game_boy_Color,Tonka Construction Site,174146,http://www.mobygames.com/game/tonka-construction-site,2002,,0,,0,0,0,0,0,F:入手困難,1,N,,,,,,,
tonka-raceway_,2763,Game_boy_Color,Tonka Raceway,174153,http://www.mobygames.com/game/tonka-raceway_,1999,1.27,1.270029422,,1,0,0,0,1,A: 中古流通のみ,1,N,,,,,,,
